transaction_id,timestamp,transaction_type,amount,account_id,merchant,location,hour,day_of_week,is_weekend,hourly_velocity,is_fraud
TXN00000840,2025-05-22 17:48:17.062831,ATM_WITHDRAWAL,55.05,ACC7280,MERCHANT_36,PHOENIX,17,3,0,1,0
TXN00000841,2025-05-20 18:00:35.062831,CARD_PAYMENT,149.37,ACC5577,MERCHANT_420,HOUSTON,18,1,0,1,0
TXN00000842,2025-05-17 11:51:12.062831,ATM_WITHDRAWAL,610.26,ACC5969,MERCHANT_411,PHOENIX,11,5,1,1,0
TXN00000843,2025-05-14 06:51:20.062831,ONLINE_PURCHASE,97.71,ACC9259,MERCHANT_55,HOUSTON,6,2,0,1,0
TXN00000844,2025-05-10 09:47:57.062831,WIRE_TRANSFER,55.61,ACC4232,MERCHANT_419,NEW_YORK,9,5,1,1,1
TXN00000845,2025-05-30 09:16:55.062831,CARD_PAYMENT,143.9,ACC3597,MERCHANT_51,ONLINE,9,4,0,1,0
TXN00000846,2025-05-08 02:12:05.062831,DIRECT_DEPOSIT,307.97,ACC8956,MERCHANT_102,ONLINE,2,3,0,1,0
TXN00000847,2025-05-05 10:25:21.062831,CARD_PAYMENT,339.48,ACC9501,MERCHANT_30,HOUSTON,10,0,0,1,0
TXN00000848,2025-05-10 10:57:00.062831,ATM_WITHDRAWAL,38.66,ACC1396,MERCHANT_122,NEW_YORK,10,5,1,1,0
TXN00000849,2025-05-20 02:32:27.062831,CARD_PAYMENT,558.47,ACC8115,MERCHANT_439,PHOENIX,2,1,0,1,0
TXN00000850,2025-05-05 10:15:59.062831,ATM_WITHDRAWAL,192.45,ACC5338,MERCHANT_136,INTERNATIONAL,10,0,0,1,0
TXN00000851,2025-05-16 06:25:47.062831,CHECK_DEPOSIT,181.91,ACC1968,MERCHANT_491,CHICAGO,6,4,0,1,0
TXN00000852,2025-05-20 16:46:44.062831,WIRE_TRANSFER,47.89,ACC2897,MERCHANT_47,HOUSTON,16,1,0,1,0
TXN00000853,2025-05-06 10:53:53.062831,ONLINE_PURCHASE,122.51,ACC1417,MERCHANT_305,ONLINE,10,1,0,1,0
TXN00000854,2025-05-24 22:14:06.062831,DIRECT_DEPOSIT,126.25,ACC8515,MERCHANT_345,CHICAGO,22,5,1,1,0
TXN00000855,2025-05-04 16:29:17.062831,ONLINE_PURCHASE,37.42,ACC8003,MERCHANT_397,NEW_YORK,16,6,1,1,0
TXN00000856,2025-05-16 12:32:05.062831,CHECK_DEPOSIT,190.66,ACC2572,MERCHANT_36,ONLINE,12,4,0,1,0
TXN00000857,2025-05-29 08:41:28.062831,CARD_PAYMENT,335.25,ACC3463,MERCHANT_38,LOS_ANGELES,8,3,0,1,0
TXN00000858,2025-05-15 14:31:48.062831,CARD_PAYMENT,111.18,ACC5843,MERCHANT_347,LOS_ANGELES,14,3,0,1,0
TXN00000859,2025-05-27 20:23:53.062831,WIRE_TRANSFER,89.63,ACC5172,MERCHANT_181,PHOENIX,20,1,0,1,1
TXN00000860,2025-05-27 16:26:00.062831,DIRECT_DEPOSIT,472.71,ACC7598,MERCHANT_143,NEW_YORK,16,1,0,1,0
TXN00000861,2025-05-17 17:21:48.062831,ONLINE_PURCHASE,161.18,ACC6641,MERCHANT_15,CHICAGO,17,5,1,1,1
TXN00000862,2025-05-04 05:46:57.062831,ATM_WITHDRAWAL,137.08,ACC6664,MERCHANT_168,INTERNATIONAL,5,6,1,1,1
TXN00000863,2025-05-04 04:45:56.062831,CARD_PAYMENT,244.05,ACC3425,MERCHANT_467,LOS_ANGELES,4,6,1,1,0
TXN00000864,2025-05-15 06:12:13.062831,CHECK_DEPOSIT,239.82,ACC5738,MERCHANT_205,NEW_YORK,6,3,0,1,0
TXN00000865,2025-05-28 00:16:20.062831,DIRECT_DEPOSIT,297.4,ACC5217,MERCHANT_51,NEW_YORK,0,2,0,1,0
TXN00000866,2025-05-18 15:52:45.062831,CHECK_DEPOSIT,236.66,ACC4343,MERCHANT_243,ONLINE,15,6,1,1,0
TXN00000867,2025-05-25 17:36:05.062831,CARD_PAYMENT,207.27,ACC3482,MERCHANT_37,LOS_ANGELES,17,6,1,1,0
TXN00000868,2025-05-13 03:52:43.062831,ATM_WITHDRAWAL,383.86,ACC9390,MERCHANT_402,HOUSTON,3,1,0,1,0
TXN00000869,2025-05-16 10:04:58.062831,ATM_WITHDRAWAL,15.34,ACC3456,MERCHANT_262,ONLINE,10,4,0,1,0
TXN00000870,2025-06-02 04:43:09.062831,ONLINE_PURCHASE,344.57,ACC8990,MERCHANT_71,LOS_ANGELES,4,0,0,1,1
TXN00000871,2025-05-09 03:29:30.062831,ONLINE_PURCHASE,206.2,ACC4527,MERCHANT_200,LOS_ANGELES,3,4,0,1,0
TXN00000872,2025-05-09 06:21:57.062831,DIRECT_DEPOSIT,16.62,ACC1978,MERCHANT_2,HOUSTON,6,4,0,1,0
TXN00000873,2025-05-20 21:22:41.062831,ONLINE_PURCHASE,51.49,ACC3350,MERCHANT_335,LOS_ANGELES,21,1,0,1,0
TXN00000874,2025-05-08 04:44:00.062831,DIRECT_DEPOSIT,388.73,ACC9182,MERCHANT_475,INTERNATIONAL,4,3,0,1,0
TXN00000875,2025-05-15 19:59:00.062831,ATM_WITHDRAWAL,35.2,ACC7281,MERCHANT_104,INTERNATIONAL,19,3,0,1,0
TXN00000876,2025-05-06 04:22:09.062831,DIRECT_DEPOSIT,535.58,ACC8931,MERCHANT_93,HOUSTON,4,1,0,1,0
TXN00000877,2025-05-07 20:47:36.062831,ONLINE_PURCHASE,331.98,ACC7427,MERCHANT_325,CHICAGO,20,2,0,1,0
TXN00000878,2025-05-27 16:49:22.062831,CHECK_DEPOSIT,64.27,ACC1910,MERCHANT_184,LOS_ANGELES,16,1,0,1,0
TXN00000879,2025-05-23 07:51:29.062831,CHECK_DEPOSIT,336.71,ACC1892,MERCHANT_316,CHICAGO,7,4,0,1,0
TXN00000880,2025-05-22 02:33:40.062831,DIRECT_DEPOSIT,53.56,ACC4728,MERCHANT_362,ONLINE,2,3,0,1,0
TXN00000881,2025-05-15 13:38:52.062831,CARD_PAYMENT,252.11,ACC2462,MERCHANT_336,HOUSTON,13,3,0,1,0
TXN00000882,2025-05-07 16:45:07.062831,ONLINE_PURCHASE,89.99,ACC3054,MERCHANT_53,PHOENIX,16,2,0,1,0
TXN00000883,2025-05-26 19:01:48.062831,CHECK_DEPOSIT,149.49,ACC2122,MERCHANT_185,HOUSTON,19,0,0,1,0
TXN00000884,2025-05-21 07:29:16.062831,ONLINE_PURCHASE,140.66,ACC9487,MERCHANT_19,LOS_ANGELES,7,2,0,1,0
TXN00000885,2025-05-27 04:18:52.062831,ONLINE_PURCHASE,289.28,ACC8668,MERCHANT_173,HOUSTON,4,1,0,1,0
TXN00000886,2025-05-26 17:57:44.062831,ONLINE_PURCHASE,155.53,ACC1139,MERCHANT_324,INTERNATIONAL,17,0,0,1,0
TXN00000887,2025-05-14 10:14:23.062831,CHECK_DEPOSIT,338.02,ACC9846,MERCHANT_331,LOS_ANGELES,10,2,0,1,0
TXN00000888,2025-05-04 03:56:23.062831,CARD_PAYMENT,165.91,ACC8189,MERCHANT_489,PHOENIX,3,6,1,1,0
TXN00000889,2025-05-21 04:58:18.062831,ATM_WITHDRAWAL,349.3,ACC7858,MERCHANT_491,INTERNATIONAL,4,2,0,1,0
TXN00000890,2025-05-28 15:58:23.062831,CARD_PAYMENT,157.06,ACC5101,MERCHANT_100,PHOENIX,15,2,0,1,0
TXN00000891,2025-05-10 02:50:29.062831,ONLINE_PURCHASE,76.01,ACC9505,MERCHANT_320,LOS_ANGELES,2,5,1,1,0
TXN00000892,2025-05-08 23:55:05.062831,CARD_PAYMENT,112.65,ACC1644,MERCHANT_193,HOUSTON,23,3,0,1,0
TXN00000893,2025-05-14 14:46:05.062831,DIRECT_DEPOSIT,54.85,ACC8493,MERCHANT_405,ONLINE,14,2,0,1,0
TXN00000894,2025-05-17 12:10:39.062831,ONLINE_PURCHASE,237.8,ACC7319,MERCHANT_129,CHICAGO,12,5,1,1,0
TXN00000895,2025-05-23 19:48:10.062831,ATM_WITHDRAWAL,88.34,ACC5385,MERCHANT_277,LOS_ANGELES,19,4,0,1,0
TXN00000896,2025-06-02 15:38:21.062831,CHECK_DEPOSIT,139.75,ACC8344,MERCHANT_272,LOS_ANGELES,15,0,0,1,0
TXN00000897,2025-05-26 01:31:37.062831,ATM_WITHDRAWAL,445.44,ACC4103,MERCHANT_262,NEW_YORK,1,0,0,1,0
TXN00000898,2025-05-13 17:03:12.062831,CARD_PAYMENT,256.0,ACC3944,MERCHANT_150,INTERNATIONAL,17,1,0,1,0
TXN00000899,2025-05-15 16:51:29.062831,ATM_WITHDRAWAL,95.41,ACC5122,MERCHANT_56,PHOENIX,16,3,0,1,0
TXN00000900,2025-05-12 09:05:43.062831,ATM_WITHDRAWAL,94.84,ACC9785,MERCHANT_375,CHICAGO,9,0,0,1,0
TXN00000901,2025-05-05 06:07:29.062831,ATM_WITHDRAWAL,453.69,ACC4773,MERCHANT_488,CHICAGO,6,0,0,1,0
TXN00000902,2025-05-07 13:07:16.062831,CARD_PAYMENT,31.29,ACC7167,MERCHANT_142,NEW_YORK,13,2,0,1,0
TXN00000903,2025-05-31 23:18:35.062831,DIRECT_DEPOSIT,107.05,ACC8591,MERCHANT_109,ONLINE,23,5,1,1,0
TXN00000904,2025-05-26 23:34:39.062831,CARD_PAYMENT,155.9,ACC5543,MERCHANT_143,NEW_YORK,23,0,0,1,0
TXN00000905,2025-05-04 02:11:32.062831,ONLINE_PURCHASE,252.27,ACC5044,MERCHANT_117,CHICAGO,2,6,1,1,0
TXN00000906,2025-05-27 22:25:02.062831,ONLINE_PURCHASE,430.23,ACC2921,MERCHANT_304,LOS_ANGELES,22,1,0,1,0
TXN00000907,2025-05-09 12:12:49.062831,DIRECT_DEPOSIT,298.13,ACC6213,MERCHANT_324,ONLINE,12,4,0,1,0
TXN00000908,2025-06-01 05:54:16.062831,ONLINE_PURCHASE,236.28,ACC4074,MERCHANT_241,ONLINE,5,6,1,1,0
TXN00000909,2025-06-02 10:14:21.062831,DIRECT_DEPOSIT,340.62,ACC2486,MERCHANT_67,NEW_YORK,10,0,0,1,0
TXN00000910,2025-05-22 01:54:29.062831,CARD_PAYMENT,18.49,ACC4185,MERCHANT_195,PHOENIX,1,3,0,1,0
TXN00000911,2025-05-05 09:28:02.062831,CARD_PAYMENT,133.02,ACC4644,MERCHANT_472,PHOENIX,9,0,0,1,0
TXN00000912,2025-05-09 03:21:06.062831,CARD_PAYMENT,174.77,ACC4458,MERCHANT_292,LOS_ANGELES,3,4,0,1,0
TXN00000913,2025-05-29 15:14:57.062831,WIRE_TRANSFER,94.43,ACC5029,MERCHANT_81,PHOENIX,15,3,0,1,0
TXN00000914,2025-05-31 13:02:32.062831,CARD_PAYMENT,269.59,ACC3820,MERCHANT_134,PHOENIX,13,5,1,1,0
TXN00000915,2025-05-11 08:30:54.062831,ONLINE_PURCHASE,220.38,ACC7812,MERCHANT_306,ONLINE,8,6,1,1,0
TXN00000916,2025-05-22 21:53:18.062831,ATM_WITHDRAWAL,4.32,ACC8774,MERCHANT_258,ONLINE,21,3,0,1,1
TXN00000917,2025-06-01 02:53:11.062831,CARD_PAYMENT,172.48,ACC7680,MERCHANT_396,PHOENIX,2,6,1,1,0
TXN00000918,2025-05-16 12:48:12.062831,ONLINE_PURCHASE,471.09,ACC7204,MERCHANT_123,INTERNATIONAL,12,4,0,1,0
TXN00000919,2025-05-30 15:38:25.062831,CARD_PAYMENT,225.52,ACC4507,MERCHANT_215,INTERNATIONAL,15,4,0,1,0
TXN00000920,2025-05-11 07:27:06.062831,ATM_WITHDRAWAL,156.36,ACC7320,MERCHANT_237,PHOENIX,7,6,1,1,0
TXN00000921,2025-05-25 20:36:17.062831,ONLINE_PURCHASE,151.24,ACC9970,MERCHANT_266,NEW_YORK,20,6,1,1,0
TXN00000922,2025-05-21 19:27:40.062831,DIRECT_DEPOSIT,282.05,ACC7383,MERCHANT_207,HOUSTON,19,2,0,1,0
TXN00000923,2025-05-23 21:51:48.062831,CARD_PAYMENT,75.71,ACC6430,MERCHANT_136,INTERNATIONAL,21,4,0,1,0
TXN00000924,2025-05-11 21:03:16.062831,ONLINE_PURCHASE,39.3,ACC3779,MERCHANT_69,INTERNATIONAL,21,6,1,1,0
TXN00000925,2025-06-02 12:58:08.062831,ONLINE_PURCHASE,205.96,ACC1470,MERCHANT_336,NEW_YORK,12,0,0,1,0
TXN00000926,2025-05-17 14:14:41.062831,ONLINE_PURCHASE,93.23,ACC9889,MERCHANT_220,LOS_ANGELES,14,5,1,1,0
TXN00000927,2025-05-21 02:41:59.062831,ONLINE_PURCHASE,26.22,ACC5950,MERCHANT_348,CHICAGO,2,2,0,1,1
TXN00000928,2025-05-28 21:10:38.062831,CARD_PAYMENT,143.82,ACC8757,MERCHANT_399,INTERNATIONAL,21,2,0,1,0
TXN00000929,2025-05-25 23:33:08.062831,ONLINE_PURCHASE,68.2,ACC3299,MERCHANT_279,CHICAGO,23,6,1,1,0
TXN00000930,2025-05-16 05:14:29.062831,CARD_PAYMENT,223.17,ACC3305,MERCHANT_326,NEW_YORK,5,4,0,1,0
TXN00000931,2025-05-13 19:15:14.062831,WIRE_TRANSFER,339.23,ACC6837,MERCHANT_117,ONLINE,19,1,0,1,0
TXN00000932,2025-06-01 11:44:22.062831,ATM_WITHDRAWAL,290.64,ACC2990,MERCHANT_172,PHOENIX,11,6,1,1,0
TXN00000933,2025-05-18 08:00:02.062831,DIRECT_DEPOSIT,196.88,ACC3805,MERCHANT_317,PHOENIX,8,6,1,1,0
TXN00000934,2025-05-04 17:58:44.062831,ONLINE_PURCHASE,404.55,ACC6058,MERCHANT_30,HOUSTON,17,6,1,1,0
TXN00000935,2025-05-20 04:39:57.062831,ONLINE_PURCHASE,227.72,ACC6803,MERCHANT_310,NEW_YORK,4,1,0,1,1
TXN00000936,2025-05-19 12:12:35.062831,ONLINE_PURCHASE,236.66,ACC1742,MERCHANT_84,CHICAGO,12,0,0,1,0
TXN00000937,2025-05-27 10:38:53.062831,ATM_WITHDRAWAL,70.19,ACC6039,MERCHANT_113,LOS_ANGELES,10,1,0,1,0
TXN00000938,2025-05-17 10:07:51.062831,ONLINE_PURCHASE,69.9,ACC3114,MERCHANT_246,HOUSTON,10,5,1,1,0
TXN00000939,2025-05-15 02:59:05.062831,CARD_PAYMENT,62.54,ACC5003,MERCHANT_487,HOUSTON,2,3,0,1,0
TXN00000940,2025-05-28 23:20:24.062831,CARD_PAYMENT,104.75,ACC4565,MERCHANT_399,CHICAGO,23,2,0,1,0
TXN00000941,2025-05-08 22:58:49.062831,ONLINE_PURCHASE,121.2,ACC7253,MERCHANT_132,INTERNATIONAL,22,3,0,1,0
TXN00000942,2025-05-25 09:15:52.062831,ONLINE_PURCHASE,292.18,ACC1930,MERCHANT_408,HOUSTON,9,6,1,1,0
TXN00000943,2025-05-18 17:06:13.062831,CARD_PAYMENT,204.18,ACC9182,MERCHANT_210,INTERNATIONAL,17,6,1,1,0
TXN00000944,2025-05-03 23:17:21.062831,CARD_PAYMENT,29.42,ACC7977,MERCHANT_243,LOS_ANGELES,23,5,1,1,0
TXN00000945,2025-05-16 07:26:53.062831,ONLINE_PURCHASE,230.72,ACC8519,MERCHANT_299,ONLINE,7,4,0,1,0
TXN00000946,2025-05-27 22:55:15.062831,ATM_WITHDRAWAL,424.45,ACC4003,MERCHANT_229,HOUSTON,22,1,0,1,0
TXN00000947,2025-05-09 09:13:53.062831,ONLINE_PURCHASE,293.92,ACC4246,MERCHANT_74,INTERNATIONAL,9,4,0,1,0
TXN00000948,2025-05-15 03:40:25.062831,CARD_PAYMENT,23.42,ACC2408,MERCHANT_170,ONLINE,3,3,0,1,0
TXN00000949,2025-05-10 18:26:16.062831,ONLINE_PURCHASE,207.08,ACC9955,MERCHANT_139,PHOENIX,18,5,1,1,0
TXN00000950,2025-05-11 20:07:02.062831,CARD_PAYMENT,127.4,ACC6826,MERCHANT_376,INTERNATIONAL,20,6,1,1,1
TXN00000951,2025-05-29 16:29:28.062831,ONLINE_PURCHASE,214.58,ACC7167,MERCHANT_445,CHICAGO,16,3,0,1,0
TXN00000952,2025-05-25 02:11:33.062831,WIRE_TRANSFER,278.08,ACC2490,MERCHANT_395,LOS_ANGELES,2,6,1,1,1
TXN00000953,2025-05-14 08:18:07.062831,CHECK_DEPOSIT,451.14,ACC3992,MERCHANT_279,ONLINE,8,2,0,1,0
TXN00000954,2025-05-23 18:12:43.062831,CARD_PAYMENT,1.09,ACC3862,MERCHANT_70,HOUSTON,18,4,0,1,0
TXN00000955,2025-05-14 18:37:51.062831,CHECK_DEPOSIT,323.94,ACC2121,MERCHANT_91,LOS_ANGELES,18,2,0,1,0
TXN00000956,2025-05-30 06:54:13.062831,ATM_WITHDRAWAL,38.06,ACC6403,MERCHANT_185,CHICAGO,6,4,0,1,0
TXN00000957,2025-05-08 01:39:55.062831,WIRE_TRANSFER,15.19,ACC3086,MERCHANT_481,CHICAGO,1,3,0,1,0
TXN00000958,2025-05-16 20:40:08.062831,CARD_PAYMENT,80.8,ACC9185,MERCHANT_348,ONLINE,20,4,0,1,0
TXN00000959,2025-06-02 05:39:00.062831,ONLINE_PURCHASE,315.69,ACC9704,MERCHANT_388,NEW_YORK,5,0,0,1,0
TXN00000960,2025-05-23 07:13:33.062831,ATM_WITHDRAWAL,168.81,ACC2923,MERCHANT_383,CHICAGO,7,4,0,1,0
TXN00000961,2025-05-16 13:45:11.062831,DIRECT_DEPOSIT,306.9,ACC5148,MERCHANT_12,LOS_ANGELES,13,4,0,1,0
TXN00000962,2025-05-13 23:12:14.062831,ONLINE_PURCHASE,408.35,ACC9895,MERCHANT_176,HOUSTON,23,1,0,1,0
TXN00000963,2025-05-12 20:40:01.062831,CHECK_DEPOSIT,193.21,ACC9598,MERCHANT_397,LOS_ANGELES,20,0,0,1,0
TXN00000964,2025-05-05 17:31:24.062831,ONLINE_PURCHASE,599.6,ACC2252,MERCHANT_485,CHICAGO,17,0,0,1,0
TXN00000965,2025-05-20 14:38:19.062831,DIRECT_DEPOSIT,5.09,ACC8986,MERCHANT_40,ONLINE,14,1,0,1,0
TXN00000966,2025-05-28 04:22:05.062831,ATM_WITHDRAWAL,76.14,ACC5716,MERCHANT_496,LOS_ANGELES,4,2,0,1,1
TXN00000967,2025-05-16 13:46:23.062831,CARD_PAYMENT,149.18,ACC9411,MERCHANT_390,ONLINE,13,4,0,1,0
TXN00000968,2025-05-06 20:33:54.062831,ONLINE_PURCHASE,612.82,ACC2571,MERCHANT_282,CHICAGO,20,1,0,1,0
TXN00000969,2025-05-29 00:15:05.062831,ONLINE_PURCHASE,100.49,ACC2290,MERCHANT_159,NEW_YORK,0,3,0,1,1
TXN00000970,2025-05-04 01:07:30.062831,CARD_PAYMENT,108.48,ACC4658,MERCHANT_427,ONLINE,1,6,1,1,0
TXN00000971,2025-05-10 19:54:22.062831,DIRECT_DEPOSIT,325.78,ACC5495,MERCHANT_113,ONLINE,19,5,1,1,0
TXN00000972,2025-05-26 02:10:13.062831,ONLINE_PURCHASE,43.22,ACC2815,MERCHANT_160,CHICAGO,2,0,0,1,0
TXN00000973,2025-05-25 11:15:32.062831,CARD_PAYMENT,198.76,ACC7045,MERCHANT_102,PHOENIX,11,6,1,1,0
TXN00000974,2025-05-06 10:16:24.062831,ONLINE_PURCHASE,60.55,ACC5082,MERCHANT_10,CHICAGO,10,1,0,1,0
TXN00000975,2025-05-17 21:25:46.062831,ONLINE_PURCHASE,331.07,ACC4873,MERCHANT_249,CHICAGO,21,5,1,1,0
TXN00000976,2025-05-22 19:48:24.062831,ATM_WITHDRAWAL,282.37,ACC4047,MERCHANT_411,PHOENIX,19,3,0,1,0
TXN00000977,2025-05-05 17:28:32.062831,ONLINE_PURCHASE,207.42,ACC9218,MERCHANT_353,PHOENIX,17,0,0,1,0
TXN00000978,2025-05-19 12:59:42.062831,ONLINE_PURCHASE,143.33,ACC1237,MERCHANT_284,LOS_ANGELES,12,0,0,1,0
TXN00000979,2025-05-04 04:45:42.062831,ONLINE_PURCHASE,37.65,ACC9326,MERCHANT_211,PHOENIX,4,6,1,1,0
TXN00000980,2025-05-07 08:31:52.062831,CARD_PAYMENT,347.35,ACC9477,MERCHANT_22,PHOENIX,8,2,0,1,0
TXN00000981,2025-05-10 03:24:35.062831,CARD_PAYMENT,69.91,ACC5773,MERCHANT_378,PHOENIX,3,5,1,1,0
TXN00000982,2025-05-27 21:25:56.062831,ONLINE_PURCHASE,59.32,ACC6743,MERCHANT_361,NEW_YORK,21,1,0,1,0
TXN00000983,2025-05-28 21:07:51.062831,CARD_PAYMENT,122.35,ACC7108,MERCHANT_54,PHOENIX,21,2,0,1,0
TXN00000984,2025-05-26 03:31:32.062831,CARD_PAYMENT,19.92,ACC6656,MERCHANT_186,ONLINE,3,0,0,1,1
TXN00000985,2025-05-24 03:17:15.062831,DIRECT_DEPOSIT,93.68,ACC9831,MERCHANT_197,NEW_YORK,3,5,1,1,0
TXN00000986,2025-05-10 19:32:17.062831,ONLINE_PURCHASE,259.97,ACC7654,MERCHANT_73,PHOENIX,19,5,1,1,0
TXN00000987,2025-05-19 13:07:22.062831,CARD_PAYMENT,163.54,ACC7930,MERCHANT_74,NEW_YORK,13,0,0,1,0
TXN00000988,2025-05-21 16:35:15.062831,ONLINE_PURCHASE,104.61,ACC4187,MERCHANT_180,ONLINE,16,2,0,1,0
TXN00000989,2025-05-20 21:43:55.062831,ONLINE_PURCHASE,286.44,ACC9171,MERCHANT_383,HOUSTON,21,1,0,1,0
TXN00000990,2025-05-27 11:46:37.062831,DIRECT_DEPOSIT,208.92,ACC2704,MERCHANT_228,HOUSTON,11,1,0,1,0
TXN00000991,2025-05-24 10:23:48.062831,ONLINE_PURCHASE,317.28,ACC1066,MERCHANT_1,NEW_YORK,10,5,1,1,0
TXN00000992,2025-05-03 21:24:16.062831,DIRECT_DEPOSIT,17.76,ACC7749,MERCHANT_375,HOUSTON,21,5,1,1,0
TXN00000993,2025-05-11 02:58:42.062831,CARD_PAYMENT,54.39,ACC5361,MERCHANT_225,INTERNATIONAL,2,6,1,1,1
TXN00000994,2025-05-11 05:49:58.062831,ATM_WITHDRAWAL,145.34,ACC7716,MERCHANT_273,ONLINE,5,6,1,1,0
TXN00000995,2025-05-05 13:57:02.062831,ATM_WITHDRAWAL,470.17,ACC9809,MERCHANT_33,CHICAGO,13,0,0,1,0
TXN00000996,2025-05-17 07:57:15.062831,DIRECT_DEPOSIT,169.57,ACC1943,MERCHANT_180,PHOENIX,7,5,1,1,0
TXN00000997,2025-05-22 03:39:54.062831,ONLINE_PURCHASE,502.38,ACC8887,MERCHANT_189,CHICAGO,3,3,0,1,1
TXN00000998,2025-05-16 12:43:43.062831,DIRECT_DEPOSIT,371.39,ACC9535,MERCHANT_18,LOS_ANGELES,12,4,0,1,0
TXN00000999,2025-05-25 00:30:06.062831,CHECK_DEPOSIT,510.53,ACC3507,MERCHANT_195,NEW_YORK,0,6,1,1,0
TXN00001000,2025-05-06 14:20:33.062831,CARD_PAYMENT,82.4,ACC4492,MERCHANT_314,INTERNATIONAL,14,1,0,1,0
TXN00001001,2025-05-21 00:01:26.062831,CHECK_DEPOSIT,419.44,ACC6340,MERCHANT_10,ONLINE,0,2,0,1,0
TXN00001002,2025-05-27 05:33:27.062831,ONLINE_PURCHASE,198.51,ACC9359,MERCHANT_146,ONLINE,5,1,0,1,0
TXN00001003,2025-06-02 07:27:41.062831,ATM_WITHDRAWAL,181.48,ACC1711,MERCHANT_428,HOUSTON,7,0,0,1,0
TXN00001004,2025-05-12 04:08:12.062831,ONLINE_PURCHASE,53.87,ACC6117,MERCHANT_133,INTERNATIONAL,4,0,0,1,0
TXN00001005,2025-05-27 12:17:41.062831,ONLINE_PURCHASE,47.71,ACC1003,MERCHANT_102,NEW_YORK,12,1,0,1,0
TXN00001006,2025-05-28 19:55:15.062831,CARD_PAYMENT,511.51,ACC9637,MERCHANT_12,PHOENIX,19,2,0,1,0
TXN00001007,2025-05-13 13:07:40.062831,ATM_WITHDRAWAL,196.78,ACC5251,MERCHANT_194,NEW_YORK,13,1,0,1,0
TXN00001008,2025-05-27 06:53:46.062831,DIRECT_DEPOSIT,32.7,ACC5415,MERCHANT_448,LOS_ANGELES,6,1,0,1,0
TXN00001009,2025-05-21 17:47:18.062831,CARD_PAYMENT,147.37,ACC2633,MERCHANT_82,NEW_YORK,17,2,0,1,0
TXN00001010,2025-05-13 13:03:14.062831,ONLINE_PURCHASE,439.34,ACC8401,MERCHANT_141,ONLINE,13,1,0,1,0
TXN00001011,2025-05-06 01:23:10.062831,CARD_PAYMENT,444.35,ACC5343,MERCHANT_237,ONLINE,1,1,0,1,0
TXN00001012,2025-05-19 17:54:26.062831,ONLINE_PURCHASE,270.92,ACC4567,MERCHANT_461,HOUSTON,17,0,0,1,0
TXN00001013,2025-05-25 20:22:40.062831,DIRECT_DEPOSIT,39.56,ACC6258,MERCHANT_474,INTERNATIONAL,20,6,1,1,1
TXN00001014,2025-05-17 03:30:32.062831,ATM_WITHDRAWAL,71.23,ACC5298,MERCHANT_75,LOS_ANGELES,3,5,1,1,0
TXN00001015,2025-05-04 01:22:46.062831,ATM_WITHDRAWAL,68.84,ACC9599,MERCHANT_454,CHICAGO,1,6,1,1,1
TXN00001016,2025-06-01 02:38:41.062831,CARD_PAYMENT,170.07,ACC2033,MERCHANT_185,LOS_ANGELES,2,6,1,1,0
TXN00001017,2025-05-22 19:03:07.062831,DIRECT_DEPOSIT,101.0,ACC2529,MERCHANT_280,LOS_ANGELES,19,3,0,1,0
TXN00001018,2025-05-18 13:02:09.062831,CARD_PAYMENT,143.86,ACC2587,MERCHANT_432,NEW_YORK,13,6,1,1,0
TXN00001019,2025-05-27 18:44:58.062831,ONLINE_PURCHASE,390.18,ACC8132,MERCHANT_123,INTERNATIONAL,18,1,0,1,1
TXN00001020,2025-05-28 15:42:07.062831,ONLINE_PURCHASE,395.36,ACC9575,MERCHANT_451,ONLINE,15,2,0,1,0
TXN00001021,2025-05-11 13:41:56.062831,ATM_WITHDRAWAL,25.72,ACC1690,MERCHANT_86,NEW_YORK,13,6,1,1,0
TXN00001022,2025-05-19 05:48:11.062831,ONLINE_PURCHASE,74.33,ACC3519,MERCHANT_151,NEW_YORK,5,0,0,1,0
TXN00001023,2025-06-01 01:57:34.062831,DIRECT_DEPOSIT,171.01,ACC5298,MERCHANT_148,CHICAGO,1,6,1,1,0
TXN00001024,2025-05-14 11:31:45.062831,ATM_WITHDRAWAL,360.07,ACC2952,MERCHANT_96,ONLINE,11,2,0,1,0
TXN00001025,2025-05-05 04:46:38.062831,CARD_PAYMENT,20.99,ACC1419,MERCHANT_141,NEW_YORK,4,0,0,1,0
TXN00001026,2025-05-05 06:15:00.062831,ONLINE_PURCHASE,215.45,ACC6691,MERCHANT_343,ONLINE,6,0,0,1,0
TXN00001027,2025-05-14 23:32:44.062831,ATM_WITHDRAWAL,159.12,ACC8558,MERCHANT_71,NEW_YORK,23,2,0,1,0
TXN00001028,2025-05-23 19:51:12.062831,ATM_WITHDRAWAL,121.68,ACC8497,MERCHANT_395,CHICAGO,19,4,0,1,0
TXN00001029,2025-05-22 00:36:39.062831,DIRECT_DEPOSIT,36.13,ACC3505,MERCHANT_249,HOUSTON,0,3,0,1,1
TXN00001030,2025-05-07 17:00:05.062831,ONLINE_PURCHASE,208.93,ACC5418,MERCHANT_41,LOS_ANGELES,17,2,0,1,0
TXN00001031,2025-05-20 18:02:59.062831,CHECK_DEPOSIT,196.14,ACC8777,MERCHANT_23,NEW_YORK,18,1,0,1,0
