step,type,amount,nameOrig,oldbalanceOrig,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,hour,day,amount_to_balance_ratio,balance_change_orig,balance_change_dest
641,CASH_OUT,58.19,C000000448,2047.47,1989.28,C000016848,6.81,6.81,0,17,27,0.028406566852333687,-58.190000000000055,0.0
58,PAYMENT,660.33,C000000449,6420.74,5760.41,C000018981,213.89,874.22,0,10,3,0.10282727111343655,-660.3299999999999,660.33
634,PAYMENT,138.29,C000000450,3367.31,3229.02,C000010291,709.21,847.5,0,10,27,0.04105619732150544,-138.28999999999996,138.28999999999996
513,TRANSFER,29.78,C000000451,1307.69,1277.91,C000010430,488.17,517.95,0,9,22,0.022755580007488403,-29.779999999999973,29.78000000000003
96,TRANSFER,23.47,C000000452,11951.88,11928.41,C000010598,1951.26,1974.73,1,0,5,0.0019635435141990886,-23.469999999999345,23.470000000000027
638,TRANSFER,3538.15,C000000453,106.5,0.0,C000018051,113.62,3651.77,1,14,27,32.913023255813954,-106.5,3538.15
118,PAYMENT,1004.13,C000000454,2707.02,1702.89,C000014528,4001.93,5006.06,0,22,5,0.37079859085235706,-1004.1299999999999,1004.1300000000006
560,TRANSFER,7238.49,C000000455,211.69,0.0,C000011558,160.0,7398.49,1,8,24,34.03305279984954,-211.69,7238.49
601,PAYMENT,165.82,C000000456,758.78,592.96,C000016790,422.22,588.04,0,1,26,0.21824738740161626,-165.81999999999994,165.81999999999994
488,CASH_IN,263.97,C000000457,6550.0,6813.97,C000014601,55.96,55.96,0,8,21,0.04029461150969318,263.97000000000025,0.0
237,TRANSFER,86.97,C000000458,440.85,353.88,C000018056,1220.79,1307.76,0,21,10,0.1968315039040398,-86.97000000000003,86.97000000000003
272,CASH_OUT,83.58,C000000459,352.28,268.7,C000010673,88.46,88.46,1,8,12,0.23658288043478262,-83.57999999999998,0.0
189,PAYMENT,18.47,C000000460,106182.81,106164.34,C000012855,682.96,701.43,0,21,8,0.00017394365487544665,-18.470000000001164,18.469999999999914
704,PAYMENT,175.57,C000000461,388.02,212.45,C000011579,2058.08,2233.65,0,8,30,0.4513135571435916,-175.57,175.57000000000016
447,CASH_IN,30.62,C000000462,35446.56,35477.18,C000011433,2557.08,2557.08,0,15,19,0.0008638112186000955,30.62000000000262,0.0
581,PAYMENT,359.18,C000000463,2302.38,1943.2,C000015522,75844.43,76203.61,0,5,25,0.15593605918259254,-359.18000000000006,359.18000000000757
247,TRANSFER,208.52,C000000464,1356.63,1148.11,C000018233,409.27,617.79,0,7,11,0.15359118463793522,-208.5200000000002,208.51999999999998
76,CASH_OUT,263.85,C000000465,6975.64,6711.79,C000014480,217.42,217.42,1,4,4,0.03781906476470049,-263.85000000000036,0.0
154,PAYMENT,4231.28,C000000466,22134.46,17903.18,C000012934,114.83,4346.11,0,10,7,0.19115392225867453,-4231.279999999999,4231.28
656,DEBIT,137.63,C000000467,534.27,396.64,C000011315,1379.02,1379.02,0,8,28,0.2571225736544174,-137.63,0.0
435,TRANSFER,674.15,C000000468,1386.62,712.47,C000011816,312.48,986.63,1,3,19,0.48583185598362666,-674.1499999999999,674.15
86,PAYMENT,8982.37,C000000469,10617.99,1635.62,C000014279,74.55,9056.92,0,14,4,0.8458779978133515,-8982.369999999999,8982.37
697,PAYMENT,2024.82,C000000470,4591.64,2566.82,C000016908,69.88,2094.7,0,1,30,0.44088367474916385,-2024.8200000000002,2024.8199999999997
285,PAYMENT,1489.71,C000000471,15566.5,14076.79,C000011896,4976.41,6466.12,0,21,12,0.09569359242010599,-1489.7099999999991,1489.71
220,DEBIT,80.37,C000000472,6455.37,6375.0,C000011064,2352.0,2352.0,0,4,10,0.012448171340861817,-80.36999999999989,0.0
69,CASH_OUT,234.93,C000000473,44906.42,44671.49,C000015405,5688.03,5688.03,0,21,3,0.0052314294608775125,-234.9300000000003,0.0
47,PAYMENT,10.63,C000000474,3896.69,3886.06,C000018330,23.28,33.91,0,23,2,0.0027272564005859884,-10.63000000000011,10.629999999999995
94,PAYMENT,402.55,C000000475,4157.7,3755.15,C000018527,197.29,599.84,0,22,4,0.09679707600932985,-402.5499999999997,402.55000000000007
453,CASH_OUT,256.96,C000000476,4829.9,4572.94,C000015594,64.75,64.75,0,21,19,0.05319091680639218,-256.96000000000004,0.0
204,TRANSFER,155.52,C000000477,2407.31,2251.79,C000012677,527.32,682.84,0,12,9,0.06457640420045593,-155.51999999999998,155.51999999999998
218,TRANSFER,1157.93,C000000478,10637.39,9479.46,C000018093,83.02,1240.95,0,2,10,0.10884447740682567,-1157.9300000000003,1157.93
474,PAYMENT,13.26,C000000479,4253.77,4240.51,C000019826,6593.55,6606.81,0,18,20,0.0031165021846069232,-13.260000000000218,13.260000000000218
432,PAYMENT,3903.88,C000000480,9723.2,5819.32,C000015266,197.53,4101.41,0,0,19,0.401460274367043,-3903.880000000001,3903.8799999999997
341,CASH_OUT,901.02,C000000481,12292.56,11391.54,C000019726,16528.54,16528.54,0,5,15,0.07329203257640586,-901.0199999999986,0.0
551,CASH_IN,128.86,C000000482,5668.51,5797.37,C000011109,2262.48,2262.48,0,23,23,0.022728595592917202,128.85999999999967,0.0
612,PAYMENT,110.23,C000000483,6326.96,6216.73,C000011587,2463.07,2573.3,0,12,26,0.017419515926143655,-110.23000000000047,110.23000000000002
289,TRANSFER,388.08,C000000484,654.91,266.83,C000017775,12779.83,13167.91,0,1,13,0.5916665396167157,-388.08,388.0799999999999
254,TRANSFER,3107.9,C000000485,1305.67,0.0,C000013862,463.38,3571.28,0,14,11,2.3784888303856366,-1305.67,3107.9
734,TRANSFER,181.86,C000000486,10562.6,10380.74,C000015129,2177.81,2359.67,0,14,31,0.017215721912984212,-181.86000000000058,181.86000000000013
357,PAYMENT,197.96,C000000487,25221.37,25023.41,C000014955,756.78,954.74,0,21,15,0.007848588376112159,-197.95999999999913,197.96000000000004
23,DEBIT,153.89,C000000488,162.29,8.4,C000011113,83.34,83.34,1,23,1,0.942433706901831,-153.89,0.0
522,TRANSFER,5239.85,C000000489,1271.82,0.0,C000011113,114.05,5353.9,0,18,22,4.116725067173678,-1271.82,5239.849999999999
100,TRANSFER,70.97,C000000490,3088.47,3017.5,C000012890,269.5,340.47,0,4,5,0.02297157764924081,-70.9699999999998,70.97000000000003
180,PAYMENT,139.91,C000000491,797.19,657.28,C000010350,991.49,1131.4,0,12,8,0.1752840802315238,-139.91000000000008,139.91000000000008
223,PAYMENT,2770.74,C000000492,868.03,0.0,C000013963,1816.07,4586.81,1,7,10,3.188313406901948,-868.03,2770.7400000000007
659,PAYMENT,199.14,C000000493,6077.69,5878.55,C000011924,1241.12,1440.26,0,11,28,0.03276034803551423,-199.13999999999942,199.1400000000001
442,CASH_OUT,1442.48,C000000494,31954.36,30511.88,C000018060,1282.77,1282.77,1,10,19,0.04514047095698499,-1442.4799999999996,0.0
608,PAYMENT,23.99,C000000495,141.5,117.51,C000017966,231.75,255.74,0,8,26,0.16835087719298245,-23.989999999999995,23.99000000000001
325,CASH_OUT,98.44,C000000496,2308.34,2209.9,C000017329,4.78,4.78,0,13,14,0.04262689772835528,-98.44000000000005,0.0
516,PAYMENT,2889.58,C000000497,5972.5,3082.92,C000010043,1856.94,4746.52,0,12,22,0.48373315476688705,-2889.58,2889.5800000000004
16,TRANSFER,38.37,C000000498,9607.71,9569.34,C000015878,81.84,120.21,0,16,1,0.003993251955777623,-38.36999999999898,38.36999999999999
336,TRANSFER,109.66,C000000499,4811.15,4701.49,C000015975,30069.85,30179.51,0,0,15,0.02278815082655362,-109.65999999999985,109.65999999999985
258,PAYMENT,247.99,C000000500,41860.75,41612.76,C000010852,803.26,1051.25,0,18,11,0.005924023720938566,-247.98999999999796,247.99
497,PAYMENT,20.53,C000000501,3113.06,3092.53,C000011287,6349.7,6370.23,0,17,21,0.0065926796529289745,-20.529999999999745,20.529999999999745
160,PAYMENT,64.87,C000000502,21332.55,21267.68,C000013780,44.46,109.33,1,16,7,0.0030407503673790816,-64.86999999999898,64.87
475,CASH_OUT,185.91,C000000503,1130.54,944.63,C000016007,3859.91,3859.91,0,19,20,0.1642982130547749,-185.90999999999997,0.0
664,CASH_OUT,162.94,C000000504,3251.83,3088.89,C000013691,1687.82,1687.82,0,16,28,0.05009176624662217,-162.94000000000005,0.0
690,PAYMENT,1921.2,C000000505,483.44,0.0,C000011049,857.88,2779.08,0,18,29,3.9658162001486255,-483.44,1921.1999999999998
675,TRANSFER,3238.66,C000000506,11513.74,8275.08,C000012616,49.3,3287.96,0,3,29,0.2812621040509816,-3238.66,3238.66
380,PAYMENT,26.78,C000000507,2488.25,2461.47,C000010513,98.63,125.41,0,20,16,0.010758260520237019,-26.7800000000002,26.78
545,PAYMENT,185.4,C000000508,5098.65,4913.25,C000016114,1494.92,1680.32,0,17,23,0.036355436157383354,-185.39999999999964,185.39999999999986
691,PAYMENT,571.63,C000000509,1863.01,1291.38,C000010183,98.69,670.32,0,19,29,0.3066668097274156,-571.6299999999999,571.6300000000001
427,DEBIT,3080.03,C000000510,7184.22,4104.19,C000012102,76.8,76.8,0,19,18,0.42866189205062616,-3080.0300000000007,0.0
613,PAYMENT,624.52,C000000511,5410.79,4786.27,C000019297,146.79,771.31,0,13,26,0.11539989541353231,-624.5199999999995,624.52
268,PAYMENT,265.56,C000000512,670.5,404.94,C000010160,1102.11,1367.67,0,4,12,0.3954728220402085,-265.56,265.5600000000002
577,PAYMENT,562.89,C000000513,731.32,168.43,C000015569,6924.56,7487.45,0,1,25,0.76863939261525,-562.8900000000001,562.8899999999994
417,PAYMENT,571.08,C000000514,2859.34,2288.26,C000018930,923.42,1494.5,0,9,18,0.19965458651768672,-571.0799999999999,571.08
168,CASH_OUT,23.21,C000000515,8017.33,7994.12,C000012669,4625.15,4625.15,1,0,8,0.0028946177071784277,-23.210000000000036,0.0
43,PAYMENT,218.24,C000000516,48744.29,48526.05,C000013381,304.35,522.59,0,19,2,0.004477150510336486,-218.23999999999796,218.24
556,PAYMENT,2747.16,C000000517,4696.09,1948.93,C000013116,23797.45,26544.61,0,4,24,0.5848642457351253,-2747.16,2747.16
285,CASH_OUT,98.03,C000000518,13511.51,13413.48,C000018393,5778.53,5778.53,0,21,12,0.007254758738383912,-98.03000000000065,0.0
397,PAYMENT,192.27,C000000519,265.26,72.99,C000011308,2413.78,2606.05,0,13,17,0.7221137234282281,-192.26999999999998,192.26999999999998
12,CASH_OUT,91.37,C000000520,61049.1,60957.73,C000015560,1006.36,1006.36,0,12,1,0.0014966396451439065,-91.36999999999534,0.0
607,TRANSFER,1.45,C000000521,7394.78,7393.33,C000014807,891.88,893.33,0,7,26,0.00019605775185308378,-1.449999999999818,1.4500000000000455
302,PAYMENT,154.65,C000000522,2767.21,2612.56,C000019962,20.47,175.12,0,14,13,0.05586642631881252,-154.6500000000001,154.65
253,CASH_OUT,271.4,C000000523,2328.44,2057.04,C000013256,18.62,18.62,0,13,11,0.11650868878357029,-271.4000000000001,0.0
499,PAYMENT,53.25,C000000524,566.34,513.09,C000012595,1491.12,1544.37,0,19,21,0.09385906158564529,-53.25,53.25
35,TRANSFER,14.74,C000000525,869.63,854.89,C000011233,466.52,481.26,0,11,2,0.0169302688857494,-14.740000000000009,14.740000000000009
727,TRANSFER,25.5,C000000526,52347.19,52321.69,C000014968,1241.54,1267.04,1,7,31,0.0004871228594532113,-25.5,25.5
90,PAYMENT,684.29,C000000527,676.2,0.0,C000018767,42.11,726.4,0,18,4,1.0104695806261075,-676.2,684.29
605,CASH_OUT,7669.83,C000000528,656.94,0.0,C000010082,8486.79,8486.79,0,5,26,11.657339575037236,-656.94,0.0
602,DEBIT,2356.34,C000000529,1039.68,0.0,C000018455,269.39,269.39,0,2,26,2.2642310796786718,-1039.68,0.0
418,CASH_IN,10.09,C000000530,494.1,504.19,C000018478,862.93,862.93,0,10,18,0.020379721268430618,10.089999999999975,0.0
115,CASH_OUT,819.96,C000000531,3050.19,2230.23,C000018215,147.48,147.48,0,19,5,0.26873449375489566,-819.96,0.0
617,TRANSFER,39.4,C000000532,15265.73,15226.33,C000013546,775.18,814.58,0,17,26,0.002580775319927712,-39.399999999999636,39.40000000000009
196,PAYMENT,46.31,C000000533,1193.04,1146.73,C000016447,47383.76,47430.07,0,4,9,0.03878429533348967,-46.309999999999945,46.30999999999767
501,PAYMENT,58.91,C000000534,379.94,321.03,C000014302,4085.16,4144.07,0,21,21,0.15464377592271747,-58.910000000000025,58.909999999999854
626,TRANSFER,609.19,C000000535,4618.35,4009.16,C000011456,129.3,738.49,0,2,27,0.1318778616039053,-609.1900000000005,609.19
493,PAYMENT,1010.81,C000000536,2741.71,1730.9,C000010095,53.93,1064.74,0,13,21,0.36854425003007973,-1010.81,1010.8100000000001
75,CASH_IN,121.99,C000000537,13414.44,13536.43,C000012523,820.25,820.25,0,3,4,0.009093253743447847,121.98999999999978,0.0
413,PAYMENT,126.2,C000000538,1507.54,1381.34,C000010137,208.34,334.54,1,5,18,0.08365704588542565,-126.20000000000005,126.20000000000002
376,PAYMENT,375.6,C000000539,2017.8,1642.2,C000012038,104.11,479.71,0,16,16,0.186051119476917,-375.5999999999999,375.59999999999997
420,PAYMENT,462.2,C000000540,2382.02,1919.82,C000013671,21482.93,21945.13,0,12,18,0.19395556898389438,-462.20000000000005,462.2000000000007
729,DEBIT,1560.02,C000000541,3406.72,1846.7,C000019538,7.72,7.72,0,9,31,0.45778995926895405,-1560.0199999999998,0.0
277,CASH_OUT,11.37,C000000542,1654.34,1642.97,C000014645,1669.3,1669.3,0,13,12,0.006868679546195948,-11.36999999999989,0.0
676,CASH_OUT,154.48,C000000543,1297.29,1142.81,C000012685,19647.49,19647.49,0,4,29,0.11898728327261243,-154.48000000000002,0.0
394,PAYMENT,17.53,C000000544,185.76,168.23,C000019192,39.66,57.19,1,10,17,0.09386378239451704,-17.53,17.53
457,DEBIT,134.04,C000000545,1276.55,1142.51,C000019217,175.23,175.23,0,1,20,0.10491957261946695,-134.03999999999996,0.0
192,PAYMENT,94.41,C000000546,8715.3,8620.89,C000015458,209.03,303.44,0,0,9,0.010831430767642234,-94.40999999999985,94.41
739,DEBIT,135.17,C000000547,10671.89,10536.72,C000014167,10089.04,10089.04,0,19,31,0.01266479838169418,-135.17000000000007,0.0
689,TRANSFER,29.98,C000000548,1470.46,1440.48,C000014204,380.4,410.38,0,17,29,0.02037432210185802,-29.980000000000018,29.980000000000018
99,PAYMENT,7.58,C000000549,20936.07,20928.49,C000012646,24271.68,24279.26,0,3,5,0.00036203728601948604,-7.579999999998108,7.579999999998108
548,TRANSFER,2.25,C000000550,2855.33,2853.08,C000013097,2216.39,2218.64,0,20,23,0.0007877241075085862,-2.25,2.25
96,CASH_OUT,114.16,C000000551,400.71,286.55,C000011834,199.44,199.44,0,0,5,0.28418510866047647,-114.15999999999997,0.0
664,PAYMENT,62.68,C000000552,249.99,187.31,C000015385,42.24,104.92,0,16,28,0.24973106498266862,-62.68000000000001,62.68
663,DEBIT,38.4,C000000553,18534.46,18496.06,C000012251,53.42,53.42,0,15,28,0.0020717047216524437,-38.39999999999782,0.0
190,TRANSFER,2090.37,C000000554,1703.59,0.0,C000013635,1518.25,3608.62,0,22,8,1.2263183522137289,-1703.59,2090.37
736,PAYMENT,26.61,C000000555,482.46,455.85,C000019691,68789.08,68815.69,0,16,31,0.05504074794191867,-26.609999999999957,26.610000000000582
37,PAYMENT,2524.17,C000000556,100.59,0.0,C000016120,156.53,2680.7,1,13,2,24.84663844866621,-100.59,2524.1699999999996
369,TRANSFER,3818.78,C000000557,1646.53,0.0,C000010569,111.71,3930.49,0,9,16,2.3178819202078262,-1646.53,3818.7799999999997
695,TRANSFER,3.0,C000000558,5470.51,5467.51,C000015202,1494.79,1497.79,0,23,29,0.000548294712063032,-3.0,3.0
525,TRANSFER,178.53,C000000559,1046.77,868.24,C000015026,272.4,450.93,0,21,22,0.17039044828540614,-178.52999999999997,178.53000000000003
279,CASH_OUT,66.73,C000000560,614.08,547.35,C000011293,159.38,159.38,0,15,12,0.10848995252650062,-66.73000000000002,0.0
217,TRANSFER,0.44,C000000561,1307.58,1307.14,C000014276,9001.13,9001.57,1,1,10,0.0003362423390239802,-0.4399999999998272,0.4400000000005093
273,CASH_IN,8.25,C000000562,19240.79,19249.04,C000017964,8581.06,8581.06,0,9,12,0.00042875428949177804,8.25,0.0
62,TRANSFER,699.15,C000000563,368.9,0.0,C000012646,715.09,1414.24,0,14,3,1.8901054339010543,-368.9,699.15
596,DEBIT,8420.28,C000000564,1138.48,0.0,C000018664,109.56,109.56,1,20,25,7.389581212482887,-1138.48,0.0
729,PAYMENT,902.67,C000000565,18327.11,17424.44,C000017838,876.71,1779.38,0,9,31,0.04925057739177689,-902.6700000000019,902.6700000000001
342,PAYMENT,283.51,C000000566,6255.8,5972.29,C000018724,3132.16,3415.67,0,6,15,0.04531230021736351,-283.5100000000002,283.5100000000002
397,PAYMENT,142.21,C000000567,3899.84,3757.63,C000010609,5966.56,6108.77,0,13,17,0.03645625044862132,-142.21000000000004,142.21000000000004
699,TRANSFER,4295.51,C000000568,1127.02,0.0,C000017526,3824.51,8120.02,0,3,30,3.808008723249588,-1127.02,4295.51
19,DEBIT,10899.57,C000000569,3120.53,0.0,C000019275,2.28,2.28,0,19,1,3.4917396276825783,-3120.53,0.0
177,PAYMENT,45.89,C000000570,1330.43,1284.54,C000019167,1078.93,1124.82,0,9,8,0.03446670121598582,-45.8900000000001,45.88999999999987
612,PAYMENT,2.72,C000000571,821.33,818.61,C000019167,1884.64,1887.36,0,12,26,0.0033076745345542546,-2.7200000000000273,2.7199999999998
396,DEBIT,2.23,C000000572,589.88,587.65,C000014320,2567.35,2567.35,0,12,17,0.003774031952342269,-2.230000000000018,0.0
445,PAYMENT,2087.58,C000000573,9663.81,7576.23,C000016954,826.35,2913.93,0,13,19,0.21599803824389718,-2087.58,2087.58
233,CASH_OUT,135.08,C000000574,2722.73,2587.65,C000015128,439.91,439.91,0,17,10,0.04959375562188617,-135.07999999999993,0.0
76,TRANSFER,214.11,C000000575,4777.97,4563.86,C000011508,224.44,438.55,0,4,4,0.04480254113334045,-214.11000000000058,214.11
265,DEBIT,4.13,C000000576,3742.5,3738.37,C000014921,82.5,82.5,0,1,12,0.0011032456257513022,-4.130000000000109,0.0
455,PAYMENT,32.9,C000000577,5775.49,5742.59,C000010614,113.8,146.7,0,23,19,0.005695500208604187,-32.899999999999636,32.89999999999999
718,PAYMENT,82.19,C000000578,2034.33,1952.14,C000015972,6390.45,6472.64,0,22,30,0.04038165801123159,-82.18999999999983,82.19000000000051
735,TRANSFER,224.9,C000000579,1447.39,1222.49,C000018576,1684.71,1909.61,0,15,31,0.15527585802166544,-224.9000000000001,224.89999999999986
384,CASH_IN,66.87,C000000580,877.5,944.37,C000018604,2104.84,2104.84,1,0,17,0.07611838360842345,66.87,0.0
564,TRANSFER,18.64,C000000581,357.47,338.83,C000013377,129.56,148.2,0,12,24,0.05199877256116272,-18.640000000000043,18.639999999999986
506,PAYMENT,30.9,C000000582,553.88,522.98,C000016039,1175.08,1205.98,0,2,22,0.05568771626297578,-30.899999999999977,30.90000000000009
367,CASH_OUT,1663.45,C000000583,1723.09,59.64,C000012776,16019.43,16019.43,0,7,16,0.9648278222134576,-1663.4499999999998,0.0
144,CASH_IN,242.15,C000000584,269.2,511.35,C000017478,532.47,532.47,0,0,7,0.8961880088823094,242.15000000000003,0.0
69,DEBIT,504.88,C000000585,374.87,0.0,C000016375,1964.88,1964.88,1,21,3,1.3432303722031553,-374.87,0.0
99,CASH_IN,24.59,C000000586,14231.45,14256.04,C000012284,146.81,146.81,1,3,5,0.001727741885620536,24.590000000000146,0.0
396,PAYMENT,0.4,C000000587,4172.49,4172.09,C000010663,185.32,185.72,0,12,17,9.584304742553595e-05,-0.3999999999996362,0.4000000000000057
25,PAYMENT,52.13,C000000588,1513.6,1461.47,C000014142,714.53,766.66,0,1,2,0.03441832827149083,-52.12999999999988,52.129999999999995
469,CASH_OUT,26.23,C000000589,89981.71,89955.48,C000014036,100.45,100.45,0,13,20,0.0002915004449188072,-26.230000000010477,0.0
484,DEBIT,298.28,C000000590,251.55,0.0,C000018414,90.6,90.6,1,4,21,1.1810730548406254,-251.55,0.0
565,PAYMENT,106026.83,C000000591,12879.82,0.0,C000010752,287.8,106314.63,0,13,24,8.231372692111217,-12879.82,106026.83
151,PAYMENT,596.05,C000000592,2521.98,1925.93,C000013155,606.7,1202.75,0,7,7,0.2362484046643255,-596.05,596.05
144,CASH_OUT,35309.96,C000000593,9677.61,0.0,C000011269,118.52,118.52,1,0,7,3.6482470106761196,-9677.61,0.0
569,PAYMENT,462.91,C000000594,3510.21,3047.3,C000016719,568.92,1031.83,0,17,24,0.1318377425445929,-462.90999999999985,462.90999999999997
39,PAYMENT,42.11,C000000595,179.76,137.65,C000014106,42.79,84.9,0,15,2,0.2329608320424873,-42.109999999999985,42.11000000000001
109,TRANSFER,297.62,C000000596,3439.88,3142.26,C000017845,560.25,857.87,0,13,5,0.08649531515193787,-297.6199999999999,297.62
693,TRANSFER,5225.35,C000000597,4931.18,0.0,C000012374,9.14,5234.49,0,21,29,1.059440247517325,-4931.18,5225.349999999999
42,CASH_OUT,5762.49,C000000598,111.28,0.0,C000018407,3508.84,3508.84,0,18,2,51.3224973281083,-111.28,0.0
186,PAYMENT,46.96,C000000599,55054.15,55007.19,C000010996,18.05,65.01,0,18,8,0.0008529628926630842,-46.95999999999913,46.96000000000001
398,CASH_OUT,246.25,C000000600,4754.33,4508.08,C000015328,9052.48,9052.48,1,14,17,0.05178399816626817,-246.25,0.0
223,TRANSFER,8.51,C000000601,8168.02,8159.51,C000013211,950.41,958.92,0,7,10,0.001041740624946444,-8.510000000000218,8.509999999999991
634,TRANSFER,772.27,C000000602,518.9,0.0,C000011665,1314.75,2087.02,0,10,27,1.485420273129448,-518.9,772.27
133,CASH_OUT,3316.65,C000000603,8399.49,5082.84,C000019174,168.15,168.15,0,13,6,0.39481625476609106,-3316.6499999999996,0.0
163,PAYMENT,160.71,C000000604,15279.34,15118.63,C000010402,1194.29,1355.0,0,19,7,0.010517436130347885,-160.71000000000095,160.71000000000004
215,PAYMENT,39.07,C000000605,4360.55,4321.48,C000018804,587.51,626.58,0,23,9,0.008957824626566243,-39.07000000000062,39.07000000000005
733,PAYMENT,304.98,C000000606,2939.35,2634.37,C000016667,40.35,345.33,0,13,31,0.10372234597922017,-304.98,304.97999999999996
235,PAYMENT,342.04,C000000607,780.25,438.21,C000018074,1882.69,2224.73,0,19,10,0.4378112,-342.04,342.03999999999996
658,TRANSFER,174.56,C000000608,2155.31,1980.75,C000019098,76.22,250.78,0,10,28,0.08095310971057038,-174.55999999999995,174.56
588,DEBIT,212.18,C000000609,1382.92,1170.74,C000017830,43473.17,43473.17,0,12,25,0.1533181108734609,-212.18000000000006,0.0
9,CASH_OUT,104.83,C000000610,7030.36,6925.53,C000017158,84.2,84.2,0,9,1,0.014908922313748692,-104.82999999999993,0.0
74,CASH_OUT,1087.8,C000000611,833.13,0.0,C000015875,15.87,15.87,1,2,4,1.3041132677160634,-833.13,0.0
492,PAYMENT,647.07,C000000612,6953.33,6306.26,C000011107,11933.99,12581.06,0,12,21,0.09304562768807348,-647.0699999999997,647.0699999999997
253,TRANSFER,20.78,C000000613,846.85,826.07,C000018420,1916.54,1937.32,0,13,11,0.024509052308781035,-20.779999999999973,20.779999999999973
230,PAYMENT,19.66,C000000614,2011.17,1991.51,C000011989,1002.18,1021.84,0,14,10,0.00977054622621349,-19.660000000000082,19.660000000000082
519,PAYMENT,89.23,C000000615,7510.57,7421.34,C000012179,133.54,222.77,0,15,22,0.011879007983683838,-89.22999999999956,89.23000000000002
174,PAYMENT,647.86,C000000616,1037.23,389.37,C000017178,458.95,1106.81,0,6,8,0.6240043150361674,-647.86,647.8599999999999
653,TRANSFER,199.56,C000000617,7909.38,7709.82,C000018141,294.41,493.97,0,5,28,0.025227612327094275,-199.5600000000004,199.56
168,CASH_IN,41.01,C000000618,6832.81,6873.82,C000016020,2405.92,2405.92,0,0,8,0.0060010448051672485,41.00999999999931,0.0
170,PAYMENT,250.39,C000000619,1985.4,1735.01,C000015688,123.28,373.67,0,2,8,0.12605215465163108,-250.3900000000001,250.39000000000001
393,PAYMENT,76.58,C000000620,17029.03,16952.45,C000014641,147.72,224.3,0,9,17,0.0044967624836832355,-76.57999999999811,76.58000000000001
634,CASH_OUT,863.48,C000000621,3349.87,2486.39,C000018436,1709.83,1709.83,0,10,27,0.2576883018439987,-863.48,0.0
194,PAYMENT,288.91,C000000622,15574.88,15285.97,C000019442,5753.34,6042.25,0,2,9,0.01854855070788938,-288.90999999999985,288.90999999999985
517,DEBIT,79.0,C000000623,43923.18,43844.18,C000016372,185.88,185.88,0,13,22,0.0017985537806283463,-79.0,0.0
29,CASH_OUT,235.81,C000000624,2075.69,1839.88,C000016389,1468.28,1468.28,0,5,2,0.11355089108148063,-235.80999999999995,0.0
165,CASH_IN,2059.25,C000000625,7843.44,9902.69,C000010444,3225.99,3225.99,0,21,7,0.2625107719607773,2059.250000000001,0.0
422,TRANSFER,47.5,C000000626,1145.56,1098.06,C000018807,64.28,111.78,1,14,18,0.04142827239743232,-47.5,47.5
339,CASH_OUT,332.06,C000000627,633.19,301.13,C000015933,231.41,231.41,0,3,15,0.5235970292814456,-332.06000000000006,0.0
648,TRANSFER,128.91,C000000628,2223.44,2094.53,C000010825,13.07,141.98,0,0,28,0.05795166423908939,-128.90999999999985,128.91
496,CASH_OUT,348.61,C000000629,386.1,37.49,C000019128,24865.4,24865.4,0,16,21,0.9005683285972617,-348.61,0.0
365,TRANSFER,40.08,C000000630,730.4,690.32,C000019937,658.95,699.03,0,5,16,0.054799015586546346,-40.07999999999993,40.07999999999993
342,PAYMENT,185.06,C000000631,7238.35,7053.29,C000018714,2496.17,2681.23,0,6,15,0.025563068507531754,-185.0600000000004,185.05999999999995
500,TRANSFER,1360.55,C000000632,1379.57,19.02,C000014938,182.83,1543.38,1,20,21,0.9854987432727063,-1360.55,1360.5500000000002
657,TRANSFER,22.78,C000000633,8653.95,8631.17,C000011877,149.72,172.5,0,9,28,0.002632019826804314,-22.780000000000655,22.78
511,DEBIT,10.39,C000000634,4670.95,4660.56,C000014033,326.65,326.65,0,7,22,0.0022239107867164675,-10.389999999999418,0.0
327,CASH_OUT,11.21,C000000635,47893.31,47882.1,C000012206,283.79,283.79,1,15,14,0.00023405703099178173,-11.209999999999127,0.0
217,CASH_OUT,14.28,C000000636,6545.32,6531.04,C000018018,45818.16,45818.16,0,1,10,0.0021813782399882683,-14.279999999999745,0.0
301,PAYMENT,488.16,C000000637,15856.38,15368.22,C000010547,892.92,1381.08,0,13,13,0.03078440448548247,-488.15999999999985,488.15999999999997
132,CASH_OUT,8.92,C000000638,5447.04,5438.12,C000018359,1562.78,1562.78,0,12,6,0.0016372860698526442,-8.920000000000073,0.0
70,TRANSFER,81.79,C000000639,4755.66,4673.87,C000012070,421.08,502.87,0,22,3,0.017194838395008263,-81.78999999999996,81.79000000000002
252,DEBIT,511.11,C000000640,17104.55,16593.44,C000016211,473.32,473.32,0,12,11,0.029879775862220157,-511.1100000000006,0.0
415,CASH_IN,341.49,C000000641,8129.02,8470.51,C000016854,1572.5,1572.5,0,7,18,0.04200358670704377,341.4899999999998,0.0
445,PAYMENT,68.64,C000000642,4085.08,4016.44,C000016731,376.1,444.74,0,13,19,0.01679849635836792,-68.63999999999987,68.63999999999999
182,DEBIT,217.42,C000000643,4058.15,3840.73,C000012936,6660.61,6660.61,0,14,8,0.05356293805353337,-217.42000000000007,0.0
